,导演,演员,评分,类型,评价人数,语言,地区,名称
80,0,0.0,0.9436619718309859,0.0,0.9104693770312228,1,0,江湖儿女
81,0,0.0,0.7042253521126761,0.0,0.9061444890593383,1,0,同桌的妳
82,0,0.0,0.8873239436619719,0.0,0.8659033111637231,1,0,风中有朵雨做的云
83,0,0.0,0.647887323943662,0.0,0.9125162527078093,1,0,匆匆那年
84,0,0.0,0.9859154929577465,0.0,0.8829061889609151,1,0,归来
85,1,1.0,0.9859154929577465,1.0,0.8879672031766949,1,0,疯狂的赛车
86,0,0.0,0.9436619718309859,0.5,0.8874282745037,1,0,钢的琴
87,0,0.0,0.647887323943662,0.0,0.9228963349339301,1,0,左耳
88,0,0.0,0.7042253521126761,0.0,0.9087706691726948,1,0,画皮2
89,0,0.0,0.9295774647887324,0.6666666666666667,0.9009746358281654,1,0,海角七号
90,0,0.0,0.5633802816901409,0.6666666666666667,0.9205159203392033,1,0,小时代2：青木时代
91,0,0.0,0.9859154929577465,0.0,0.8957374896573678,1,0,李米的猜想
92,0,0.6,0.8732394366197183,1.0,0.9035030948900667,1,0,厨子戏子痞子
93,0,0.0,0.9014084507042253,0.0,0.9123020856130035,1,0,英雄
94,0,0.0,0.7042253521126761,0.0,0.9282259357522122,1,0,悲伤逆流成河
95,0,0.0,0.9154929577464789,0.0,0.8893382236770501,1,0,白日焰火
96,0,0.0,0.8169014084507042,0.0,0.9082253037837357,1,0,你好，之华
97,0,0.0,0.5070422535211268,0.6666666666666667,0.9255552837831037,1,0,小时代3：刺金时代
98,0,0.0,0.8169014084507042,0.0,0.899817782422616,1,0,龙门飞甲
99,0,0.0,0.9718309859154931,0.0,0.8693668495084105,1,0,罗小黑战记
100,0,0.0,0.7746478873239437,0.6666666666666667,0.892978479132752,1,0,一步之遥
101,0,0.0,0.5915492957746478,0.0,0.920458575051523,1,0,悟空传
102,0,0.0,0.9859154929577465,0.0,0.9136649139294044,1,0,无间道3：终极无间
103,0,0.0,0.7887323943661971,0.0,0.9089941987634483,1,0,狄仁杰之通天帝国
104,0,0.0,0.8169014084507042,0.5,0.9087759355766654,1,0,我不是潘金莲
105,0,0.0,0.9577464788732395,0.0,0.9022842149488632,1,0,全民目击
106,0,0.0,0.7605633802816901,0.0,0.8908157425688115,1,0,银河补习班
107,0,0.0,0.8591549295774648,0.0,0.8987914188043391,1,0,一一
108,0,0.0,0.9436619718309859,0.0,0.8993865224530208,1,0,十二公民
109,0,0.0,0.8450704225352113,0.0,0.9070391925783494,1,0,爱
110,0,0.0,0.8591549295774648,0.0,0.9190735108072461,1,0,寒战2
111,0,0.0,0.647887323943662,0.0,0.9316912295648897,1,0,满城尽带黄金甲
112,0,0.0,0.9154929577464789,0.0,0.934947622686732,1,0,找到你
113,0,0.0,0.5633802816901409,0.0,0.8732780321906017,1,0,诛仙
114,0,0.0,0.8028169014084506,0.0,0.9181126846606037,1,0,将爱情进行到底
115,0,0.0,1.0,0.0,0.9290112150998334,1,0,集结号
116,0,0.0,0.9577464788732395,0.0,0.9213503527905504,1,0,如果·爱
117,0,0.0,0.6619718309859155,0.6666666666666667,0.9148697501266863,1,0,杜拉拉升职记
118,0,0.0,0.9859154929577465,0.0,0.9072410713972238,1,0,师父
119,0,0.0,0.7887323943661971,0.0,0.9368575718600822,1,0,“大”人物
120,0,0.0,0.8732394366197183,0.8,0.9056494470860987,1,0,喜宴
121,0,0.0,0.9859154929577465,0.0,0.9248694809549278,1,0,百鸟朝凤
122,0,0.0,0.8169014084507042,0.0,0.92397419227992,1,0,老师·好
123,0,0.0,0.7887323943661971,0.0,0.9289433370042119,1,0,狄仁杰之神都龙王
124,0,0.0,0.676056338028169,0.0,0.9449432574229963,1,0,幕后玩家
125,0,0.0,0.4225352112676056,0.0,0.9241778265667844,1,0,三生三世十里桃花
126,0,0.0,0.9718309859154931,0.0,0.9221087149623218,1,0,嘉年华
127,0,0.0,0.9436619718309859,0.0,0.9073850197724211,1,0,血观音
128,0,1.0,0.676056338028169,0.0,0.9365696751096875,1,0,101次求婚
129,0,0.0,0.8028169014084506,0.0,0.9148241079589408,1,0,烈火英雄
130,0,0.0,0.8450704225352113,0.0,0.9291838361188709,1,0,狼图腾
131,0,0.0,0.9014084507042253,0.6666666666666667,0.941628933857477,1,0,手机
132,0,0.0,0.9436619718309859,0.0,0.9392426677027829,1,0,红高粱
133,0,0.0,0.47887323943661964,0.0,0.9391876630390896,1,0,九层妖塔
134,0,0.0,0.7183098591549295,0.0,0.9249730535663503,1,0,扫毒2天地对决
135,0,0.0,0.7605633802816901,0.0,0.9402737125690338,1,0,赤壁(上)
136,0,0.0,0.9154929577464789,0.0,0.9241058523791857,1,0,扫毒
137,1,0.0,0.8309859154929577,0.8333333333333334,0.9265137693057592,1,0,黄金大劫案
138,0,0.0,0.2816901408450705,0.0,0.9007323812455162,1,0,上海堡垒
139,0,0.0,0.8591549295774648,0.0,0.9438654000770065,1,0,哪吒闹海
140,0,0.0,0.9718309859154931,0.6666666666666667,0.9297432452517517,1,0,独自等待
141,0,0.0,0.9718309859154931,0.0,0.9281914115484047,1,0,蓝宇
142,0,0.0,0.732394366197183,0.0,0.9585996280748484,1,0,我是证人
143,0,0.0,0.732394366197183,0.0,0.9442726686507356,1,0,北京爱情故事
144,0,0.0,0.5633802816901409,0.0,0.9444651849736622,1,0,有一个地方只有我们知道
145,0,0.0,0.9718309859154931,0.0,0.9349622515866505,1,0,太阳照常升起
146,0,0.0,0.8732394366197183,0.0,0.9332974827759333,1,0,观音山
147,0,0.0,0.676056338028169,0.0,0.9427208349473887,1,0,分手合约
148,0,0.0,0.8450704225352113,0.0,0.9291651111269753,1,0,听风者
149,0,0.0,0.9859154929577465,0.0,0.962280844450322,1,0,宝莲灯
150,0,0.0,0.7042253521126761,0.0,0.9617735142011509,1,0,心理罪之城市之光
151,0,0.0,0.7183098591549295,0.0,0.9459555772973517,1,0,十面埋伏
152,0,0.0,0.8873239436619718,0.0,0.935121414017763,1,0,牯岭街少年杀人事件
153,0,0.0,0.9014084507042253,0.0,0.9315145124538751,1,0,刺客聂隐娘
154,0,0.0,0.6197183098591549,0.0,0.9402181227493438,1,0,无极
155,0,0.0,0.46478873239436624,0.0,0.962552356832808,1,0,栀子花开
156,0,0.0,0.9154929577464789,0.0,0.9504993136120158,1,0,杀破狼2
157,0,0.0,0.9295774647887324,0.0,0.9444792287175838,1,0,大红灯笼高高挂
158,0,0.0,0.8873239436619719,0.0,0.9464986020623238,1,0,投名状
159,0,0.0,1.0,0.0,0.9258115821096746,1,0,地久天长
160,0,0.0,0.9154929577464789,0.6666666666666667,0.9171284522740918,1,0,谁先爱上他的
161,0,0.0,0.3943661971830986,0.0,0.9559477010976356,1,0,何以笙箫默
162,0,0.0,0.7464788732394366,0.0,0.9201472720612588,1,0,攀登者
163,0,0.0,0.45070422535211263,0.0,0.9630304292821423,1,0,致青春·原来你还在这里
164,0,0.0,0.5774647887323943,0.0,0.9658953530421676,1,0,解忧杂货店
165,0,0.0,0.9154929577464789,0.0,0.9378388784666104,1,0,毒战
166,0,0.0,0.7042253521126761,0.0,0.9532314069607817,1,0,被偷走的那五年
167,0,0.0,0.7042253521126761,0.0,0.9457999258022196,1,0,赵氏孤儿
168,0,0.0,0.6901408450704225,0.0,0.9547709523881972,1,0,夜宴
169,0,0.0,0.5633802816901409,0.0,0.9640643999283769,1,0,心理罪
170,0,1.0,0.9718309859154929,0.0,0.9426787037156236,1,0,杀生
171,0,0.0,0.5352112676056338,0.0,0.940651723342926,1,0,盗墓笔记
172,0,0.0,0.9014084507042253,0.0,0.9458572710898998,1,0,最爱
173,0,0.0,0.9154929577464789,0.0,0.9659942444056161,1,0,青春派
174,0,0.0,0.9014084507042253,0.0,0.9502675918373079,1,0,黄金时代
175,0,0.0,0.9577464788732395,0.0,0.9380992728851585,1,0,过春天
176,0,0.0,0.9154929577464789,0.0,0.95061692996736,1,0,南京！南京！
177,0,0.0,0.7605633802816901,0.0,0.9545240165575741,1,0,窃听风云3
178,0,0.0,0.5492957746478873,0.0,0.9518030411727463,1,0,比悲伤更悲伤的故事
179,0,0.0,0.7746478873239437,0.0,0.9604961186602736,1,0,赤壁(下)
180,0,0.0,0.8450704225352113,0.0,0.9647308926086605,1,0,风语咒
181,0,0.0,0.5492957746478873,0.0,0.9716901528778557,1,0,微微一笑很倾城
182,0,0.0,0.7887323943661971,0.75,0.9452276432374107,1,0,大魔术师
183,0,0.0,0.9436619718309859,0.5,0.9503401511809033,1,0,第36个故事
184,0,0.0,0.5211267605633803,0.0,0.9645998176653914,1,0,画壁
185,0,0.0,0.8309859154929577,0.0,0.9596798260448253,1,0,霍元甲
186,0,0.0,0.46478873239436624,0.0,0.958542867943165,1,0,西游记之大闹天宫
187,0,0.0,0.676056338028169,0.5,0.9621603023149942,1,0,老男孩猛龙过江
188,0,0.0,0.9718309859154931,0.5,0.9569290077041639,1,0,有话好好说
189,0,0.0,0.8028169014084506,0.0,0.9531676249571374,1,0,武侠
190,0,0.0,0.408450704225352,0.0,0.960551123323967,1,0,爵迹
191,0,0.0,1.0,0.0,0.9542706440109869,1,0,苏州河
192,0,0.0,0.7746478873239437,0.0,0.9729113734430462,1,0,叶问3
193,0,0.19999999999999996,0.3943661971830986,1.0,0.9753023208457142,1,0,大闹天竺
194,0,0.0,0.8309859154929579,0.0,0.9660393014173648,1,0,天书奇谭
195,0,0.0,0.49295774647887325,0.0,0.969282821107279,1,0,奇门遁甲
196,0,0.0,0.9859154929577465,0.0,0.9550869366264353,1,0,推拿
197,0,0.0,0.7042253521126761,0.0,0.9594837987859184,1,0,锦衣卫
198,0,0.0,0.8732394366197183,0.0,0.9607699716667466,1,0,星空
199,0,0.0,0.6056338028169015,0.0,0.9758155026548527,1,0,四大名捕
200,0,0.0,0.9859154929577465,0.0,0.9614001846752326,1,0,海洋天堂
201,0,0.0,0.9295774647887324,0.0,0.9649830948432543,1,0,一个陌生女人的来信
202,0,0.0,0.6197183098591549,0.0,0.9735257872396202,1,0,倩女幽魂
203,0,0.0,0.9436619718309859,0.0,0.9560015354493354,1,0,相爱相亲
204,0,0.0,0.9577464788732395,0.5,0.9620655070435228,1,0,一个勺子
205,0,0.0,0.7042253521126761,0.0,0.9700879957587893,1,0,新少林寺
206,0,0.0,0.8450704225352113,0.0,0.9694531015023296,1,0,向左走．向右走
207,0,0.0,0.2816901408450705,0.0,0.970353656581308,1,0,天机·富春山居图
208,0,0.0,0.8873239436619719,0.0,0.9657303390510876,1,0,盛夏光年
209,0,0.0,0.8591549295774648,0.0,0.9650726237107551,1,0,暴雪将至
210,0,0.0,0.8450704225352113,0.0,0.972542140009105,1,0,云水谣
211,0,0.0,0.5492957746478873,0.0,0.9795335838581207,1,0,京城81号
212,0,0.0,0.8169014084507042,0.0,0.979339312067204,1,0,南极之恋
213,0,0.0,1.0,0.0,0.9754012122091629,1,0,我的父亲母亲
214,0,0.0,0.9859154929577465,0.0,0.970774383742962,1,0,黑社会
215,0,0.0,0.732394366197183,0.0,0.977593791728937,1,0,赤道
216,0,0.0,0.9859154929577465,0.0,0.9711810671606944,1,0,大象席地而坐
217,0,0.0,0.7746478873239437,0.0,0.9755439902723667,1,0,风暴
218,0,0.0,0.7605633802816901,0.75,0.980323544453716,1,0,万有引力
219,0,0.0,0.9436619718309859,0.0,0.9727966828676857,1,0,推手
220,0,0.0,0.732394366197183,0.0,0.9962661195848201,1,0,昨日青空
221,0,0.0,0.8028169014084506,0.0,0.9854828648769476,1,0,失孤
222,0,0.0,0.5211267605633803,0.0,0.984671253509473,1,0,大笑江湖
223,0,1.0,0.7746478873239437,0.0,0.9858684826787973,1,0,痞子英雄之全面开战
224,0,0.0,0.9154929577464789,0.0,0.9725737384329288,1,0,浮城谜事
225,0,0.0,0.6338028169014085,0.0,0.985793582711215,1,0,最好的我们
226,0,0.6,0.6056338028169015,1.0,0.9828040207238847,1,0,爱情呼叫转移Ⅱ：爱情左右
227,0,0.0,0.6901408450704225,0.0,0.9874800022938115,1,0,剩者为王
228,0,0.0,0.5352112676056338,0.0,0.9921395994958296,1,0,夏有乔木
229,0,0.0,0.7605633802816901,0.0,0.9763550164838444,1,0,鸿门宴传奇
230,0,0.0,0.7042253521126761,0.0,0.9823078084386516,1,0,太平轮(上)
231,0,0.0,0.7042253521126761,0.0,0.9854132313133358,1,0,我想和你好好的
232,0,0.0,0.8169014084507042,0.75,0.9855536687525528,1,0,健忘村
233,0,0.0,0.9014084507042255,0.0,0.9783041711089759,1,0,我们俩
234,0,0.0,0.9577464788732395,0.5,0.9853166805738742,1,0,落叶归根
235,0,0.0,0.9436619718309859,0.0,0.9840000795812156,1,0,最好的时光
236,0,0.0,0.47887323943661964,0.0,0.98838055737279,1,0,钟馗伏魔：雪妖魔灵
237,0,0.0,0.9014084507042253,0.6666666666666667,0.9862622926646014,1,0,翻滚吧！阿信
238,0,0.0,0.9718309859154931,0.0,0.9731547983376888,1,0,目击者之追凶
239,0,0.0,0.5633802816901409,0.0,0.9841334951484716,1,0,关云长
240,0,0.0,0.9859154929577465,0.0,0.981057915229621,1,0,转山
241,0,0.0,0.7746478873239437,0.0,0.9883723651888356,1,0,逆战
242,0,0.0,0.5633802816901409,0.0,0.9915363036631936,1,0,三少爷的剑
243,0,0.0,0.9436619718309859,0.5,0.9895034717305287,1,0,没完没了
244,0,0.0,0.5915492957746478,0.0,0.9955136089730161,1,0,第三种爱情
245,0,0.0,0.9718309859154931,0.0,0.9817554211777317,1,0,逆光飞翔
246,0,0.0,0.9577464788732395,0.0,0.9847245027051762,1,0,边境风云
247,0,0.0,0.6338028169014085,0.0,0.9876707631487478,1,0,孔子
248,0,0.0,0.676056338028169,0.0,0.9987173380551522,1,0,反贪风暴2
249,0,0.0,0.9154929577464789,0.0,0.9888469267021895,1,0,那山那人那狗
250,0,0.0,0.732394366197183,0.0,0.9929945124070626,1,0,第一次
251,0,0.0,0.9859154929577465,0.0,0.9968506904255605,1,0,少林寺
252,0,0.0,0.8028169014084506,0.0,0.9889112938618306,1,0,大上海
253,0,0.0,0.6056338028169015,0.0,0.9975160127938507,1,0,侠盗联盟
254,0,0.0,0.408450704225352,0.0,0.994206955632302,1,0,刺陵
255,0,0.0,0.8028169014084506,0.0,0.9949015358004291,1,0,蜀山传
256,0,0.0,0.6338028169014085,0.0,0.9955697839487029,1,0,三国之见龙卸甲
257,0,0.0,0.5633802816901409,0.0,0.996544653839267,1,0,四大名捕大结局
258,0,0.0,0.7464788732394366,0.0,0.9898990371843229,1,0,无人驾驶
259,0,0.0,0.8591549295774648,0.0,0.9893636194473084,1,0,80&#39;后
260,0,0.0,0.7042253521126761,0.0,0.9992820135920035,1,0,反贪风暴
261,0,0.0,0.5774647887323943,0.0,0.996170739157352,1,0,空天猎
262,0,0.0,0.8450704225352113,0.0,0.9912132975529947,1,0,芙蓉镇
263,0,0.6,0.647887323943662,0.0,0.9970461325284707,1,0,痞子英雄2：黎明升起
264,0,0.0,1.0,0.0,0.9878281701118701,1,0,春风沉醉的夜晚
265,0,0.0,0.9718309859154931,0.0,0.9991427464647801,1,0,地道战
266,0,0.0,0.5915492957746478,0.5,0.9856115991962298,1,0,小小的愿望
267,0,0.0,0.6338028169014085,0.0,0.9911647296052655,1,0,王的盛宴
268,0,0.0,0.647887323943662,0.0,0.9935363668600412,1,0,爱的发声练习
269,0,0.0,0.8591549295774648,0.0,0.9928850882356728,1,0,惊天大逆转
270,0,0.0,0.7605633802816901,0.0,0.9958132088433456,1,0,非凡任务
271,0,0.0,0.9154929577464789,0.0,0.9922578010071705,1,0,九降风
272,0,0.0,0.676056338028169,0.6666666666666667,0.9930512725387461,1,0,桃花运
273,0,0.0,0.6619718309859155,0.0,0.994433996159036,1,0,亲密敌人
274,0,0.0,0.9295774647887324,0.0,0.9937991019025763,1,0,双瞳
275,0,0.0,0.5915492957746478,0.0,0.9999625500162088,1,0,铜雀台
276,0,0.0,0.9718309859154931,0.0,0.9898258926847309,1,0,不成问题的问题
277,0,0.0,0.9014084507042253,0.6666666666666667,0.9990122566775077,1,0,20
278,0,0.0,0.6901408450704225,0.0,0.9992205722123461,1,0,危城
279,0,0.0,0.45070422535211263,0.0,0.9941501955006186,1,0,特殊身份
280,0,0.0,0.9436619718309859,0.5,0.9954726480532445,1,0,顽主
281,0,0.0,0.5633802816901409,0.0,0.9990912527370672,1,0,倾城之泪
282,0,0.0,0.5352112676056338,0.0,0.999837326632907,1,0,血滴子
283,0,0.0,0.7042253521126761,0.0,0.9991474277127539,1,0,七剑
284,0,0.0,0.6338028169014085,0.0,0.9930261108308864,1,0,人间·小团圆
285,0,0.0,0.2816901408450705,0.0,0.9991638120806626,1,0,封神传奇
286,0,0.0,0.49295774647887325,0.0,0.9968173365337465,1,0,冲上云霄
287,0,0.0,0.7887323943661971,0.0,0.9938143159584913,1,0,冲出亚马逊
288,0,0.0,0.5492957746478873,0.0,0.9991725894206136,1,0,苏乞儿
289,0,0.0,0.9859154929577465,0.0,0.998857775494369,1,0,魁拔之十万火急
290,0,0.0,0.6056338028169015,0.0,0.9977693853404379,1,0,大武生
291,0,0.0,0.4225352112676056,0.0,0.9955282378729345,1,0,未来警察
292,0,0.0,0.6901408450704225,0.0,0.9998560516248026,1,0,刺青
293,0,0.0,0.7183098591549295,0.0,0.9992316901762841,1,0,魔警
294,0,0.0,0.9859154929577465,0.0,0.9997132735615988,1,0,夜半歌声
295,0,0.0,0.9014084507042253,0.0,0.9964627319997238,1,0,千里走单骑
296,0,0.0,0.6197183098591549,0.0,0.9909511476664564,1,0,睡在我上铺的兄弟
297,0,1.0,0.732394366197183,1.0,0.9996740681098174,1,0,假装情侣
298,0,0.0,1.0,0.0,0.9996430548419903,1,0,练习曲
299,0,0.0,0.7464788732394366,0.0,0.9981040945705716,1,0,雪暴
300,0,1.0,0.5070422535211268,1.0,0.9914362419877515,1,0,极限挑战之皇家宝藏
301,0,0.0,0.9014084507042253,0.0,0.9989976277775893,1,0,我11
302,0,0.0,0.9014084507042253,0.0,0.9998718508367146,1,0,军中乐园
303,0,0.0,0.7183098591549295,0.75,0.9981994749980397,1,0,华丽上班族
304,0,0.0,0.5352112676056338,0.0,0.993374278648945,1,0,机器之血
305,0,0.0,0.5492957746478873,0.0,0.9952783762623277,1,0,露水红颜
306,0,0.0,0.9014084507042253,0.6666666666666667,0.9976593760130513,1,0,姨妈的后现代生活
307,0,0.0,0.9014084507042253,0.0,0.997056665336412,1,0,茉莉花开
308,0,0.0,0.6056338028169015,0.0,0.9927856117162275,1,0,宝贝儿
309,0,0.0,0.9154929577464789,0.0,0.9999836156320914,1,0,恋恋风尘
310,0,0.0,0.9436619718309859,0.0,0.9997758852532497,1,0,游园惊梦
311,0,0.0,0.732394366197183,0.0,0.9986213724716873,1,0,花吃了那女孩
312,0,0.0,0.8591549295774648,0.0,0.9962421281889539,1,0,大世界
313,0,0.0,0.9014084507042255,0.0,0.9975780393295048,1,0,我们天上见
314,0,0.0,0.9859154929577465,0.0,0.997604371349358,1,0,大明劫
315,0,0.0,0.9436619718309859,0.6666666666666667,0.9981860164101147,1,0,洗澡
316,0,0.0,0.8732394366197183,0.0,0.9984534327006237,1,0,城南旧事
317,0,0.0,0.3943661971830986,0.0,0.9945896476541681,1,0,王朝的女人·杨贵妃
318,0,0.0,0.9577464788732394,0.0,0.9949378154722267,1,0,妈妈再爱我一次
319,0,0.0,0.3380281690140845,0.0,0.9941297150407327,1,0,孤岛惊魂
320,0,0.0,0.9718309859154931,0.0,0.9955615917647486,1,0,紫日
321,0,0.0,0.9718309859154929,0.5,0.9965107147914563,1,0,飞越老人院
322,0,0.0,0.7605633802816901,0.75,0.9945691671942823,1,0,新天生一对
323,0,0.0,0.9436619718309859,0.0,0.9909926937422248,1,0,黄河绝恋
324,0,0.0,0.9859154929577465,0.0,0.9965844444470452,1,0,菊豆
325,0,0.0,0.7746478873239437,0.0,0.9921723682316469,1,0,地下铁
326,0,0.0,0.6619718309859155,0.0,0.9917756324658591,1,0,叶问外传：张天志
327,0,0.0,0.9436619718309859,0.0,0.9999169078484633,1,0,闯入者
328,0,0.0,0.9014084507042253,0.0,0.9970168747286339,1,0,箭士柳白猿
329,0,0.0,0.8591549295774648,0.0,0.9929295600914247,1,0,开往春天的地铁
330,0,0.0,0.9577464788732394,0.0,0.9957962393194402,1,0,站台
331,0,0.0,0.7042253521126761,0.0,0.9964984265155248,1,0,妈阁是座城
332,0,0.0,0.8591549295774648,0.0,0.9949582959321125,1,0,青红
333,0,0.0,0.9718309859154929,0.0,0.9877597068602518,1,0,小兵张嘎
334,0,0.0,0.7746478873239437,0.0,0.9899932472997977,1,0,李献计历险记
335,0,0.0,0.9295774647887324,0.0,0.9835167407279106,1,0,闪闪的红星
336,0,0.0,0.5352112676056338,0.0,0.9872640797310155,1,0,夜孔雀
337,0,0.0,0.8873239436619719,0.0,0.9859363607744188,1,0,离开雷锋的日子
338,0,0.0,0.8169014084507042,0.6666666666666667,0.9933093263333072,1,0,受益人
339,0,0.0,0.8732394366197183,0.0,0.9869867157885621,1,0,我爱你
